Domain,country,region,city,postcode,road,house_number,Addresses
hyalofemme.co.uk,[],[],[],[],[],[],['09924529']
quickits.co.uk,[''],[''],[''],['14001'],['2015 & iso'],['9001'],['9001:2015 & ISO 14001']
bettymiller.com,[],[],[],[],[],[],['0JECompany No. 10474774']
yorkshireholidaycottages.co.uk,[''],[''],[''],[''],['reg'],['143053210'],['4DF Company No. 02431506 | VAT reg: 143053210']
schoolfurniture.co.uk,"['', '', '']","['', '', '']","['', '', '']","['', '18001', '']","['894833', 'bs ohsas', '894833']","['01223', '14401', '01223']","['01223 894833', '9001 ISO 14401 BS OHSAS 18001', '01223 894833']"
nctilesandbathrooms.com,[],[],[],[],[],[],"['00000140', '14290857']"
victoriafalls-zambiatravel-safaris.com,[''],['pa'],['allentown'],['18106'],['hamilton blvd'],['6081'],"['6081 Hamilton Blvd, Suite 600 Allentown, PA 18106']"
royaloakkeswick.co.uk,"['', '']","['', '']","['september', '']","['20210', '']","['4514', '773135']","['5014', '01768']","['9 September 202114', '3014:3514:4014:4514:5014:55Today9 September 20210', '5HZ 01768 773135']"
southamptoncruisecentre.com,[],[],[],[],[],[],"['3JU Reservations: 02380', '658 386 Care Team: 02380']"
baks.co.uk,[],[],[],[],[],[],"['01202 751008', '01202 751008', '9AS01202', '12038692']"
webuyyourscrapcars.com,[''],[''],[''],[''],['558110'],['07870'],"['1CALL US FOR A QUOTE ON YOUR VEHICLE ON 07870', '07870558110', '07870 558110']"
sixteenfeet.co.uk,[],[],[],[],[],[],['07674820']
marlinservices.co.uk,"['', '']","['', '']","['', '']","['', '']","['238444', '238444']","['01895', '01895']","['01895 238444', '01895 238444']"
innovation-productions.com,[''],[''],[''],['01484'],['1ju'],[''],['1JU 01484']
afsuk.com,[],[],[],[],[],[],"['5QB Tel: 01254 958777', '5RZ Tel: 01904 481786']"
pollock.co.uk,[''],[''],['bathgate'],['eh48 2ey01506'],['blackburn road'],['10'],"['10 Blackburn Road, Bathgate, EH48 2EY01506', '01506 657000']"
vectormanagement.co.uk,[],[],[],[],[],[],"['0800 4045005', '5AY TEL: 0800 4045005']"
ciob.org,[''],['scotland'],[''],['sc041725'],[''],[''],"['1WA, UK | tel: +44 (0) 1344 630700', '280795 (Scotland) SC041725']"
drawrecruitment.com,[],[],[],[],[],[],['10153410']
scpersonaltraining.com,"['', '']","['', '']","['', '']","['', '']","['233525', '233525']","['07969', '07969']","['07969 233525', '07969 233525']"
redcircledigital.co.uk,[],[],[],[],[],[],['08356715']
fleetevolution.com,"['', '']","['', '']","['', '']","['', '']","['vat', '434747']","['1665', '01494']","['4 plasma TVs in your home, running 24/7. 21000', '07401665', '1665. VAT number 998646632', '01494 434747']"
oliverharvey.co.uk,[],[],[],[],[],[],['1712974391']
cookeryacademy.co.uk,[],[],[],[],[],[],['8EX Tel: +441983 209005']
reform-gym.co.uk,[],[],[],[],[],[],['11846654']
lenzieunion.org,[],[],[],[],[],[],['07856260262']
sinclairvans.co.uk,"['', '']","['', '']","['', '']","['', '']","['492100', '448118']","['02920', '01792']","['4BB 02920 492100', '9GW 01792 448118', '5LJ Registered number: 1192572']"
cerberusnetworks.co.uk,[''],[''],[''],[''],['eori'],['no. gb879286456000'],"['05734067', '879 2864 56 EORI No. GB879286456000']"
northgatevehiclehire.co.uk,[],[],[],[],[],[],['4PZCompany Registration: 01434157']
woollybabs.com,[],[],[],[],[],[],['0113 2506943']
drewbuckleyphotography.com,[],[],[],[],[],[],['07725518445']
dukesbrewandque.com,[''],[''],[''],[''],['5aa t'],['02030060795'],['5AA T: 02030060795']
zumajay.co.uk,[''],[''],[''],[''],['354956'],['01288'],['01288 354956']
durhambox.co.uk,"['', '']","['', '']","['', '']","['', '']","['604024', '604024']","['01388', '01388']","['01388 604024', '9AD | T: 01388 604024']"
whiteblancmange.com,[''],[''],[''],[''],['2032'],['392244'],"['44 2032 392244', '7089911']"
trederwensprings.co.uk,[''],[''],[''],['829106'],['0'],['1691'],"['44(0)1691 829106', '01691 829106', '06452544']"
bluemonkeyweb.com,[],[],[],[],[],[],['14645210']
caremeds.co.uk,[],[],[],[],[],[],['07990372']
priorandwillisantiques.co.uk,[],[],[],[],[],[],['7EJ mark@priorandwillis.co.uk +44 7866 705199']
swiftroofing.co.uk,[''],[''],[''],[''],['632420'],['01622'],"['01622 632420', '11592058']"
supremesunbeds.co.uk,[],[],[],[],[],[],['01204 844111']
clarendonhotel.com,[''],[''],[''],['01234'],['children'],['12345'],['12345 Children 01234']
sjacymru.org.uk,[],[],[],[],[],[],['250523. Company number 05071073']
exquisite-salon.co.uk,[''],[''],[''],[''],['731173'],['01263'],['01263 731173']
redkitebaby.co.uk,[''],[''],['tel'],['01454'],[''],[''],['5QX \u200b Tel : 01454']
tonydagostino.co.uk,[],[],[],[],[],[],['15418530']
inoapps.com,[],[],[],[],[],[],"['4ZT Company Number: SC280651', '875416988', '4ZT Company Number: SC280651', '875416988']"
schooladvice.co.uk,[],[],[],[],[],[],['03475198']
modu-europe.com,[''],[''],[''],[''],['1252'],['369818'],['44 (0)1252 369818']
twinpet.com,[''],[''],[''],[''],['hannah street porth'],['01443686533'],"['12 / 13 Hannah Street, Porth 01443686533']"
mobileppl.uk,[],[],[],[],[],[],"['005188-000 | ISO 14001', '02347762']"
duckbarn.co.uk,[],[],[],[],[],[],['08672013 | VAT Reg No: GB 263607600']
ct-engineering.co.uk,"['', '', '']","['', '', '']","['', '', '']","['', '', '']","['419296', '419296', '419296']","['01934', '01934', '01934']","['01934 419296', '01934 419296', '9AX 01934 419296']"
bossdriving.co.uk,"['', '', 'united kingdom']","['', '', '']","['', '', '']","['', '', '01708']","['521339 07956', '283682', '521339 07956']","['283682', '07956', '283682']","['01708 521339 07956 283682', '07956 283682', '9RJ UNITED KINGDOM 01708 521339 07956 283682']"
browntroutinn.com,"['', '']","['', '']","['', '']","['', '']","['868209', '868209']","['02870', '02870']","['4ADTel: 02870', '02870 868209', '02870 868209']"
bedmaxshavings.com,[],[],[],[],[],[],['7PF.+44 1668 213467']
maritimedevelopments.com,[''],[''],[''],[''],['1224'],['252900'],['44 1224 252900']
basiccharity.org.uk,[],[],[],[],[],[],['01944414']
marubeni-komatsu.co.uk,[''],['england'],[''],['1040079'],[''],[''],['0RT REGISTERED IN ENGLAND: 1040079']
letterboxdistribution.com,[],[],[],[],[],[],['3046611']
jccars.co.uk,"['', '']","['', '']","['', '']","['', '']","['733863', '492517']","['01603', '07799']","['4QQ Tel: Office: (01603) 733863', '01603) 784111', '01603) 784111 - (07799) 492517']"
cablemonkey.co.uk,"['', '']","['', '']","['', '']","['60320', '60320']","['plug to iec', 'plug iec']","['', '1363']","['8 / 58854', '1)UK Mains (BS 1363) Plug to IEC 60320', '1363 Plug IEC 60320', '7AAlocal_phone01376']"
portogramltd.co.uk,[''],[''],[''],[''],['825000'],['01773'],['1944. Read more Contact us 01773 825000']
thewoolroom.com,[],[],[],[],[],[],['50% Proud to be OEKO-TEXÂ® certified 01780']
principio.co.uk,[],[],[],[],[],[],"['44-7415990386 (UK), +91-8879975189', '48-507155124', '44-7415990386', '44-7415990386', '91-8879975189', '48-507155124']"
thebelfieldgroup.com,[],[],[],[],[],[],['2024 | Registered in England No. 10061567']
edinburghbiketours.co.uk,[],[],[],[],[],[],['07754442434']
hivepharmacy.com,[],[],[],[],[],[],"['07828884035', '07077579 VAT Reg. Number: 987802859', '1035132']"
dai-lewis.co.uk,"['', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '']","['363401', '710481', 'ref l34014', 'ref l33049', 'ref l32079', 'ref l24015', 'ref n34031', 'ref l34011', 'ref l24015', 'ref l24010', '363401', '710481']","['01559', '01239', '179,950', '475,000', '495,000', '395,000', '135,000', '207,750', '325,000', '690,000', '01559', '01239']","['01559 363401', '01239 710481', '179,950 REF: L34014', '475,000 REF: L33049', '495,000 REF: L32079', '395,000 REF: L24015', '135,000 REF: N34031', '207,750 REF: L34011', '325,000 REF: L24015', '690,000 REF: L24010', '01559 363401', '4BD NEWCASTLE EMLYN: 01239 710481']"
intelligent-protection.co.uk,"['', '', '', '', '']","['', '', '', '', '']","['', '', '', '', '']","['10002', '531411', '', '', '00016']","['bs iso', '1', '34', '49', '083']","['2015', '53', '919491365', '3056795729', '022']","['2008 BS 7858: 2012 BS ISO 9001: 2015 BS ISO 10002', '44 207 4566740 CHESHIRE +44 1614 140010', '44 1865 807300 GLOUCESTERSHIRE +44 1453 791444', '33 1 82 888340 +33 1 53 531411', '41 22 5017275', '34 919491365', '49 3056795729', '1 212 4611950', '60 32772', '6862831', '828 083 022 00016']"
edgecumbe.co.uk,[],[],[],[],[],[],['2NT and company number 03033236']
samstransport.co.uk,[],[],[],[],[],[],['01788 571102']
presentations.co.uk,[],[],[],[],[],[],['01296 642000']
cornerfridge.com,"['', '', '']","['', '', '']","['', '', '']","['', '', '']","['1302', '1302', '1302']","['759308', '759308', '759308']","['44 1302 759308', '44(1302) 759308', '44 1302 759308']"
cotswoldcottageholidays.co.uk,"['', '', '']","['', '', '']","['', '', '']","['', '', '']","['834750', '834750', '1386']","['01386', '01386', '834750']","['07525813669 | General Enquiries 01386 834750', '07525813669 | General Enquiries: 01386 834750', '00 44 1386 834750']"
lodestar.org.uk,[''],[''],[''],[''],['reg'],['no. 5580575'],['9HB Company Reg No.: 5580575']
houseclearanceteam.co.uk,[''],[''],[''],[''],['964925'],['01273'],['01273 964925']
calderengineering.co.uk,[''],[''],[''],[''],['1847'],['892345'],"['2.7-1 and EN 12079', '7QU Tel: +44 (0)1847 892122', '44 (0)1847 892345']"
topmeadow.co.uk,"['', '', '', '', '']","['', '', '', '', '']","['', '', '', '', '']","['', '', '', '', '']","['859545', '852239', '852239', '859545', '859545']","['01708', '01708', '01708', '01708', '01708']","['01708 852239 - BOOK TEE TIME: 01708 859545', '01708 852239', '01708 852239', '3PR ProShop Contact Info 01708 859545', '01708 859545']"
djrmarketing.co.uk,[''],[''],[''],[''],['716869'],['01902'],"['01902 716869', '9LE\u200dT 01902']"
healys.com,[],[],[],[],[],[],['510079 Brighton: SRA No. 511205']
snugglebundl.co.uk,[''],['ga'],['midland'],['31820'],['chattsworth road'],['7701'],"['7701 Chattsworth Road, Midland, GA 31820']"
missionlimited.com,[],[],[],[],[],[],['8738643']
affordablecleaning.co.uk,[],[],[],[],[],[],['01179696476']
moderntyres.com,[],[],[],[],[],[],['09 February 2024 Modern Tyres Raises £25000']
surreywildlifetrust.org,[],[],[],[],[],[],['00645176']
porterfieldbrakes.co.uk,[''],[''],[''],['420500'],['5pt'],['01291'],['5PT 01291 420500']
motivationalleadership.co.uk,[],[],[],[],[],[],"['2AS, UK Company No: 06549299']"
surecps-group.com,[],[],[],[],[],[],"['44 1279 505514', '1.4301 or 1.4401 – DIN EN 10088', '44 1279 505514', '44 1279 505514']"
bill-medical.co.uk,[''],[''],[''],['01494'],['5ae'],[''],"['5AE 01494', '09954541']"
vegetarianexpress.co.uk,[],[],[],[],[],[],['7RY. Registered in England No 02793607']
ansaltd.com,[],[],[],[],[],[],['03545210']
porthavallen.co.uk,[''],[''],[''],[''],['812802'],['01726'],['01726 812802']
burrowfieldautos.com,[],[],[],[],[],[],"['1JQ, United Kingdom01707 393017, 01707']"
plus15.co.uk,[],[],[],[],[],[],['6PE 0844 9021600']
sgrcs.co.uk,"['', '', '', '']","['', '', '', '']","['', '', '', 'mob']","['22000', '22000', '17025', '07801']","['iso 13485 iso 14001 iso 45001 iso', 'iso 13485 iso 14001 iso 45001 iso', 'and iso', '686']","['9001', '9001', '27001', '622']","['9001, ISO 13485, ISO 14001, ISO 45001, ISO 22000', '9001, ISO 13485, ISO 14001, ISO 45001, ISO 22000', '27001 and ISO 17025', '6TN Tel: 01622 686 622 Mob: 07801']"
firstrate.co.uk,[],[],[],[],[],[],['04287490']
cakesuppliers.co.uk,[''],[''],[''],[''],['604'],['8416 / 01159'],['0845 604 8416 / 01159']
thorntonlodgenorthyorkshire.co.uk,[''],[''],[''],[''],['663375'],['3ap 01969'],['3AP 01969 663375']
northernirelandscreen.co.uk,[],[],[],[],[],[],['8ED Northern Ireland T: +44 (0)28 90 232444']
ericht.co.uk,[''],[''],[''],[''],['671405'],['07818'],"['07818671405', '07818 671405']"
exchequersolutions.co.uk,"['', '']","['', '']","['chester', 'us']","['ch1 1da01244', '01244']","['st john street', '']","['1', '']","['1 St John Street, Chester, CH1 1DA01244', '04749739', '1DACall us: 01244']"
peasholmecharity.org.uk,[''],[''],[''],[''],['466866'],['01904'],"['01904 466866', '701265. Company No. 2280503', '701265. Company No. 2280503', '701265. Company No. 2280503', '701265. Company No. 2280503']"
essexcommunityfoundation.org.uk,[],[],[],[],[],[],"['13 April 2024 Tel: 01245 355947', '1GU Tel: 01245 355947', '1052061.Company Number 3062567']"
